hotel_name,date,ADR,ADR_Competition,Occupancy_%,Occupancy_Competition_%,Rooms_Available,Rooms_Sold,Justification
Grand Millennium Business Bay,18/05/2024,547.41,533.65,76.8,75.3,300,230,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,19/05/2024,531.09,502.18,60.4,61.2,300,181,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,20/05/2024,549.5,553.59,65.9,64.3,300,198,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,21/05/2024,503.73,499.55,66.6,68.1,300,200,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,22/05/2024,560.26,520.1,66.9,67.6,300,201,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,23/05/2024,548.84,518.5,66.1,66.2,300,198,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,24/05/2024,558.58,541.85,68.4,69.0,300,205,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,25/05/2024,528.26,536.69,73.3,72.6,300,220,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,26/05/2024,546.09,536.2,68.4,67.6,300,205,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,27/05/2024,530.23,530.91,67.6,66.9,300,203,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,28/05/2024,490.35,524.05,72.4,66.9,300,217,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Strong conversion resulting from effective pricing and channel strategy.
Grand Millennium Business Bay,29/05/2024,520.17,518.3,68.1,67.5,300,204,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,30/05/2024,530.31,542.73,70.0,68.4,300,210,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,31/05/2024,579.05,547.86,75.7,74.8,300,227,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,01/06/2024,488.24,451.66,55.5,56.6,300,167,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,02/06/2024,460.92,446.42,54.4,55.0,300,163,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,03/06/2024,439.25,430.5,54.6,52.9,300,164,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,04/06/2024,452.39,453.54,58.2,57.7,300,175,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,05/06/2024,477.53,462.54,54.5,53.6,300,164,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,06/06/2024,504.68,461.8,52.6,54.3,300,158,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,07/06/2024,485.82,459.79,57.6,58.8,300,173,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,08/06/2024,537.15,482.78,51.7,54.6,300,155,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,09/06/2024,468.27,443.69,52.8,51.4,300,158,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,10/06/2024,470.2,451.26,47.0,49.5,300,141,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,11/06/2024,419.42,449.36,55.3,54.6,300,166,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,12/06/2024,564.97,488.98,49.9,52.1,300,150,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,13/06/2024,516.39,458.95,44.9,49.1,300,135,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,14/06/2024,490.96,459.21,58.7,57.8,300,176,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,15/06/2024,416.92,451.12,58.3,58.6,300,175,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,16/06/2024,438.49,418.71,53.3,54.2,300,160,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,17/06/2024,453.67,439.59,49.2,51.7,300,148,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,18/06/2024,464.99,436.18,52.6,53.2,300,158,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,19/06/2024,445.82,432.44,47.8,47.9,300,143,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,20/06/2024,449.21,464.88,52.2,51.3,300,157,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,21/06/2024,494.21,485.67,51.6,55.1,300,155,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,22/06/2024,536.28,469.55,55.3,57.3,300,166,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,23/06/2024,467.89,450.13,51.5,50.8,300,154,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,24/06/2024,467.21,448.86,51.9,50.5,300,156,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,25/06/2024,460.37,454.75,53.6,54.6,300,161,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,26/06/2024,436.3,435.42,49.4,48.8,300,148,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,27/06/2024,412.38,421.4,48.3,48.1,300,145,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,28/06/2024,477.13,466.1,52.1,54.3,300,156,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,29/06/2024,480.68,474.76,55.7,57.4,300,167,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,30/06/2024,495.53,448.38,51.7,53.7,300,155,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,01/07/2024,461.98,449.41,51.6,52.5,300,155,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,02/07/2024,466.25,443.79,48.2,50.4,300,145,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,03/07/2024,410.33,427.43,50.7,49.9,300,152,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,04/07/2024,462.59,434.08,48.6,52.6,300,146,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,05/07/2024,516.01,477.55,54.0,54.4,300,162,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,06/07/2024,476.81,456.33,50.3,53.8,300,151,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,07/07/2024,455.87,440.96,49.4,51.7,300,148,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,08/07/2024,464.31,440.75,52.0,52.4,300,156,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,09/07/2024,480.25,437.15,49.5,50.0,300,148,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,10/07/2024,491.54,461.96,50.4,52.1,300,151,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,11/07/2024,445.69,460.02,50.3,50.5,300,151,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,12/07/2024,514.54,485.88,53.2,54.5,300,160,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,13/07/2024,461.94,459.87,56.4,58.9,300,169,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,14/07/2024,505.83,467.75,52.9,54.8,300,159,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,15/07/2024,430.16,444.22,52.6,51.4,300,158,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,16/07/2024,456.48,463.6,51.7,51.7,300,155,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,17/07/2024,457.32,427.58,49.8,51.0,300,149,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,18/07/2024,440.47,440.23,52.1,52.5,300,156,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,19/07/2024,465.05,463.39,60.2,57.4,300,181,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,20/07/2024,512.87,470.6,52.6,53.5,300,158,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,21/07/2024,417.03,431.64,53.2,50.9,300,160,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,22/07/2024,483.02,459.08,48.3,49.3,300,145,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,23/07/2024,472.38,450.42,46.7,48.6,300,140,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,24/07/2024,475.3,445.54,46.9,47.9,300,141,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,25/07/2024,485.31,448.33,53.8,54.0,300,161,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,26/07/2024,432.16,457.5,58.3,55.8,300,175,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,27/07/2024,525.25,488.37,57.2,57.7,300,172,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,28/07/2024,453.72,439.02,54.0,56.0,300,162,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,29/07/2024,479.3,468.11,52.6,55.3,300,158,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,30/07/2024,455.79,454.35,49.8,49.5,300,149,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,31/07/2024,459.01,460.04,49.2,49.4,300,148,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,01/08/2024,475.39,445.37,53.5,54.5,300,160,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,02/08/2024,520.34,494.99,52.5,55.9,300,158,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,03/08/2024,475.99,465.21,59.4,58.9,300,178,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,04/08/2024,451.74,430.79,55.7,53.9,300,167,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,05/08/2024,494.29,458.5,52.2,52.6,300,157,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,06/08/2024,451.03,463.37,50.9,51.8,300,153,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,07/08/2024,497.59,451.73,46.3,51.2,300,139,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,08/08/2024,478.94,441.14,53.2,53.6,300,160,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,09/08/2024,453.94,465.08,56.8,57.9,300,170,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,10/08/2024,534.02,499.77,53.4,55.4,300,160,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,11/08/2024,457.96,445.48,54.8,54.8,300,164,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,12/08/2024,495.71,436.94,52.0,52.6,300,156,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,13/08/2024,464.12,438.61,49.4,53.2,300,148,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,14/08/2024,523.32,473.79,48.6,51.7,300,146,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,15/08/2024,471.47,451.46,53.0,53.2,300,159,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,16/08/2024,529.8,476.28,54.5,58.0,300,164,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,17/08/2024,547.95,488.35,59.7,63.8,300,179,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,18/08/2024,421.25,450.11,53.6,53.7,300,161,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,19/08/2024,473.26,472.66,48.2,49.0,300,145,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,20/08/2024,453.01,420.4,47.3,48.2,300,142,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,21/08/2024,429.1,419.05,56.2,56.0,300,169,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,22/08/2024,452.08,435.35,52.8,52.5,300,158,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,23/08/2024,481.38,450.05,48.7,50.6,300,146,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,24/08/2024,495.58,462.44,53.3,56.8,300,160,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,25/08/2024,455.43,433.77,50.8,52.3,300,152,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,26/08/2024,473.51,440.55,50.3,51.4,300,151,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,27/08/2024,461.27,476.12,50.1,48.6,300,150,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,28/08/2024,448.48,437.93,50.2,50.9,300,151,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,29/08/2024,506.02,468.49,50.9,54.3,300,153,Low seasonal demand impacting leisure and corporate travel. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,30/08/2024,407.01,453.21,57.8,54.9,300,173,Low seasonal demand impacting leisure and corporate travel. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,31/08/2024,490.51,476.72,55.1,56.6,300,165,Low seasonal demand impacting leisure and corporate travel. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,01/09/2024,570.68,529.24,61.5,62.2,300,184,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,02/09/2024,551.15,540.75,73.8,68.4,300,221,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Strong conversion resulting from effective pricing and channel strategy.
Grand Millennium Business Bay,03/09/2024,555.7,524.41,63.9,64.5,300,192,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,04/09/2024,559.87,533.34,63.4,63.8,300,190,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,05/09/2024,583.46,549.17,67.5,69.1,300,202,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,06/09/2024,595.33,564.85,68.8,69.1,300,206,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,07/09/2024,540.49,536.01,72.9,72.4,300,219,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,08/09/2024,554.42,507.39,65.0,68.0,300,195,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,09/09/2024,518.35,501.91,65.0,65.3,300,195,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,10/09/2024,489.05,520.47,65.9,65.5,300,198,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,11/09/2024,538.96,536.23,66.8,71.0,300,200,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,12/09/2024,562.69,546.95,68.5,68.8,300,206,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,13/09/2024,583.26,571.47,71.2,68.7,300,214,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,14/09/2024,578.85,550.72,72.1,75.4,300,216,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,15/09/2024,541.34,535.71,66.1,66.1,300,198,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,16/09/2024,503.18,502.65,71.9,70.1,300,216,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,17/09/2024,552.77,525.37,67.5,65.7,300,202,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,18/09/2024,550.21,523.21,67.0,69.5,300,201,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,19/09/2024,530.89,551.01,70.7,70.8,300,212,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,20/09/2024,518.81,548.72,69.3,70.5,300,208,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,21/09/2024,560.67,542.69,74.4,74.6,300,223,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,22/09/2024,523.47,531.32,67.9,64.2,300,204,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,23/09/2024,578.1,514.87,63.8,65.9,300,191,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,24/09/2024,599.71,543.41,63.7,66.2,300,191,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,25/09/2024,555.55,525.64,67.9,68.9,300,204,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,26/09/2024,601.71,536.33,66.1,67.5,300,198,Shoulder season with balanced demand patterns. Premium positioning due to strong brand pull and higher perceived value. Occupancy tracking market performance closely.
Grand Millennium Business Bay,27/09/2024,479.4,527.71,74.4,72.9,300,223,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,28/09/2024,572.79,544.38,73.1,71.6,300,219,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,29/09/2024,529.38,527.97,68.6,69.1,300,206,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,30/09/2024,543.58,534.95,64.7,64.8,300,194,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,01/10/2024,560.57,526.86,61.1,65.8,300,183,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,02/10/2024,561.27,519.84,63.9,65.7,300,192,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,03/10/2024,544.67,542.29,62.0,62.4,300,186,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,04/10/2024,540.49,545.03,72.5,71.3,300,218,Shoulder season with balanced demand patterns. Tactical rate reduction to defend occupancy and stimulate demand. Occupancy tracking market performance closely.
Grand Millennium Business Bay,05/10/2024,583.53,552.93,75.2,77.0,300,226,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,06/10/2024,538.89,531.16,62.9,64.2,300,189,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,07/10/2024,549.32,519.22,70.1,72.7,300,210,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
Grand Millennium Business Bay,08/10/2024,539.39,520.22,67.5,67.6,300,202,Shoulder season with balanced demand patterns. Rate aligned closely with competitive set to maintain market positioning. Occupancy tracking market performance closely.
